"","LatitudeMeasure","LongitudeMeasure","conc"
"2460",30.67,-90.21,3.53553390593
"2464",30.67,-90.21,7.07106781187
"2466",30.67,-90.21,0.5
"2467",30.67,-90.21,2.54558441227
"2468",30.67,-90.21,0.282842712475
"2469",38.124710343,-109.822349187,0.707106781187
"2477",38.124710343,-109.822349187,3.53553390593
"2504",47.548220027,-116.22148411,0.63
"2505",47.548220027,-116.22148411,1
"2509",47.548220027,-116.22148411,6
"2510",47.548220027,-116.22148411,0.28
"2511",47.548220027,-116.22148411,0.095
"2514",47.548220027,-116.22148411,1.6
"2515",30.1188888,-81.7619444,21.0628
"2516",30.1188888,-81.7619444,12.24682
"2517",30.1188888,-81.7619444,8.48528137424
"2518",39.5384,-121.4822,0.707106781187
"2642",46.7055,-112.0406,2.12132034356
"2648",35.7025278,-119.74358333,14.1421356237
"2649",35.7025278,-119.74358333,7.07106781187
"2657",39.55565,-121.83641,0.0707106781187
"2658",45.437189,-106.115802,2.12132034356
"2670",45.437189,-106.115802,0.707106781187
"2676",37.8019,-121.6203,0.707106781187
"2679",29.48,-92.15,2.82842712475
"2680",29.48,-92.15,2.12132034356
"2681",47.9310401,-118.0938232,10
"2688",39.8857,-120.4789,0.707106781187
"2702",36.2643889,-121.1838056,2.2
"2703",33.48786,-92.96839,0.707106781187
"2704",33.48786,-92.96839,0.353553390593
"2707",33.48786,-92.96839,3.53553390593
"2708",35.7172778,-119.74355556,14.1421356237
"2711",35.7172778,-119.74355556,7.07106781187
"2714",30.4239722,-81.6172778,8.48528137424
"2716",30.5376966,-92.0398408,0.707106781187
"2717",30.9346247,-90.5223178,0.707106781187
"2718",30.2624177,-90.910932,0.707106781187
"2719",41.703359188,-112.912203886,3.53553390593
"2724",48.166111,-115.541667,3.53553390593
"2732",30.1285388,-92.4498563,0.707106781187
"2733",38.923574279,-111.970206029,0.777817459305
"2734",38.923574279,-111.970206029,3.53553390593
"2735",45.060278,-109.951389,3.53553390593
"2737",47.543141,-116.1506697,10
"2742",47.543141,-116.1506697,0.2
"2744",47.543141,-116.1506697,15
"2747",47.543141,-116.1506697,5
"2749",47.543141,-116.1506697,5.8
"2759",47.543141,-116.1506697,3
"2760",47.543141,-116.1506697,1
"2761",47.543141,-116.1506697,2
"2787",47.543141,-116.1506697,7.5
"2792",47.543141,-116.1506697,4.5
"2799",47.543141,-116.1506697,40
"2806",46.56462687,-120.49134223,5
"2809",32.4976503,-92.6398714,0.07
"2810",32.4976503,-92.6398714,0.707106781187
"2811",30.4432462,-91.0395479,0.707106781187
"2812",30.8207497,-92.6706992,0.78
"2813",47.93128563,-118.09624495,1
"2816",47.93128563,-118.09624495,2
"2821",47.93128563,-118.09624495,10
"2822",47.93357329,-118.09402867,10
"2823",47.95122873,-118.09294981,10
"2824",45.076667,-109.95,3.53553390593
"2829",45.076667,-109.95,0.707106781187
"2841",47.5397876,-116.1509042,10
"2844",47.5397876,-116.1509042,1
"2846",47.5397876,-116.1509042,40
"2848",47.5397876,-116.1509042,5
"2849",47.5397876,-116.1509042,0.22
"2853",47.5397876,-116.1509042,3.5
"2857",47.5397876,-116.1509042,3
"2871",47.5397876,-116.1509042,4.5
"2878",47.5397876,-116.1509042,1.5
"2882",47.5397876,-116.1509042,0.5
"2889",41.704364884,-112.895540027,3.53553390593
"2890",41.704364884,-112.895540027,10.6066017178
"2891",47.5398525,-116.1376797,10
"2896",47.5398525,-116.1376797,5
"2898",47.5398525,-116.1376797,15
"2899",47.5398525,-116.1376797,1
"2904",47.5398525,-116.1376797,5.8
"2906",47.5398525,-116.1376797,3
"2919",47.5398525,-116.1376797,1.5
"2921",47.5398525,-116.1376797,4.5
"2926",47.5398525,-116.1376797,0.5
"2927",30.8715733,-89.9973032,0.707106781187
"2928",32.0498849,-93.7001817,0.707106781187
"2930",32.6004268,-93.594898,0.707106781187
"2931",32.5123667,-92.1562466,0.707106781187
"2932",47.93207919,-118.10090131,10
"2933",48.148056,-115.551111,3.53553390593
"2936",31.1387969,-92.6612552,0.707106781187
"2937",33.52442,-92.87867,0.707106781187
"2938",33.52442,-92.87867,0.353553390593
"2941",33.52442,-92.87867,3.53553390593
"2942",47.474323,-115.868756,0.53
"2943",47.474323,-115.868756,0.61
"2944",47.474323,-115.868756,0.75
"2945",47.474323,-115.868756,0.02
"2946",47.474323,-115.868756,0.64
"2947",47.474323,-115.868756,0.49
"2948",36.9245556,-120.74666667,7.07106781187
"2949",36.9245556,-120.74666667,3.53553390593
"2974",32.48,-93.77,2.82842712475
"2975",32.48,-93.77,3.53553390593
"2977",32.48,-93.77,2.12132034356
"2979",32.48,-93.77,7.07106781187
"2980",32.48,-93.77,0.919238815543
"2981",47.9330204,-118.0971325,10
"2982",47.9330204,-118.0971325,5
"2984",34.0421319,-114.3860947,3.53553390593
"2985",33.4133778,-112.0994,0.707106781187
"2986",47.544438071,-116.16642268,1
"2990",47.544438071,-116.16642268,0.42
"2992",47.544438071,-116.16642268,0.5
"2993",47.544438071,-116.16642268,6
"2995",47.544438071,-116.16642268,0.707106781187
"2996",47.544438071,-116.16642268,11.5
"2999",47.547494,-116.203951,0.71
"3002",47.547494,-116.203951,0.25
"3003",47.547494,-116.203951,6.9
"3005",47.547494,-116.203951,6.5
"3007",47.547494,-116.203951,1.1
"3010",47.547494,-116.203951,3.8
"3011",30.25,-89.68,2.12132034356
"3012",30.25,-89.68,3.53553390593
"3014",30.25,-89.68,14.1421356237
"3015",47.9296246,-118.0933,10
"3016",39.86,-108.3502778,0.04
"3017",47.546618,-116.137076,0.69
"3018",47.546618,-116.137076,1
"3020",47.546618,-116.137076,0.707106781187
"3022",47.546618,-116.137076,0.25
"3023",47.546618,-116.137076,4.4
"3024",47.546618,-116.137076,0.22
"3027",47.546618,-116.137076,7
"3028",30.1211111,-81.7663888,8.48528137424
"3031",41.3776,-122.4775,0.0707106781187
"3032",30.59,-91.39,2.82842712475
"3033",30.59,-91.39,3.53553390593
"3035",30.59,-91.39,14.1421356237
"3036",30.96,-91.45,2.82842712475
"3038",30.96,-91.45,3.53553390593
"3040",30.96,-91.45,14.1421356237
"3041",30.96,-91.45,2.54558441227
"3043",47.9330594,-118.0935995,10
"3044",47.9330594,-118.0935995,5
"3046",36.3301667,-119.89341667,7.07106781187
"3068",36.3301667,-119.89341667,3.53553390593
"3086",34.2947225,-116.2247318,8.1
"3087",34.2947225,-116.2247318,8.2
"3088",34.2947225,-116.2247318,0.141421356237
"3090",46.3311,-113.2873,9
"3093",46.3311,-113.2873,10
"3094",30.3436469,-81.5829831,8.48528137424
"3097",30.1332778,-81.5626111,8.48528137424
"3100",47.5472067,-116.2181373,8.1
"3101",47.5472067,-116.2181373,11.9
"3102",47.5472067,-116.2181373,3.6
"3103",47.5472067,-116.2181373,11.2
"3104",47.5472067,-116.2181373,4.7
"3105",47.5472067,-116.2181373,5.7
"3106",47.5472067,-116.2181373,9.7
"3108",47.5472067,-116.2181373,9.3
"3109",47.5472067,-116.2181373,8.9
"3110",47.5472067,-116.2181373,4.5
"3111",47.5472067,-116.2181373,9.4
"3112",47.5472067,-116.2181373,5.2
"3113",47.5472067,-116.2181373,8.8
"3114",47.5472067,-116.2181373,5
"3115",47.547600835,-116.19897685,0.8
"3116",47.547600835,-116.19897685,1
"3121",47.547600835,-116.19897685,5.7
"3125",47.547600835,-116.19897685,3.2
"3126",48.2697,-114.2495,2.82842712475
"3129",31.9,-93.2,2.82842712475
"3130",32.57,-93.51,2.82842712475
"3132",32.57,-93.51,3.53553390593
"3133",32.57,-93.51,2.12132034356
"3134",48.2604,-114.233,2.82842712475
"3137",48.2525,-114.2383,2.82842712475
"3140",38.2759,-121.7965,0.707106781187
"3141",46.652336,-111.994892,2.12132034356
"3142",46.652336,-111.994892,4
"3147",47.9313035,-118.0964859,10
"3148",47.545145297,-116.13534111,1
"3151",47.545145297,-116.13534111,0.707106781187
"3154",47.545145297,-116.13534111,5.3
"3155",47.545145297,-116.13534111,0.14
"3159",48.213056,-114.2725,2.82842712475
"3162",30.17,-93.32,2.82842712475
"3163",30.17,-93.32,7.07106781187
"3164",30.17,-93.32,2.12132034356
"3165",44.353425,-91.973606,2.82842712475
"3166",26.225705,-81.717143,3.53553390593
"3167",26.225705,-81.717143,0.813172798365
"3169",47.5484196395,-116.174804365,1
"3170",47.5484196395,-116.174804365,0.53
"3172",47.5484196395,-116.174804365,0.17
"3173",47.5484196395,-116.174804365,6.9
"3174",47.5484196395,-116.174804365,6.7
"3177",37.6183,-121.7494,0.707106781187
"3179",47.544471052,-116.16651356,1.6
"3180",47.544471052,-116.16651356,1
"3181",47.544471052,-116.16651356,1.3
"3183",47.544471052,-116.16651356,1.2
"3185",47.544471052,-116.16651356,1.1
"3186",47.544471052,-116.16651356,7.2
"3189",47.544471052,-116.16651356,1.5
"3190",47.544471052,-116.16651356,4.9
"3191",33.7184831,-112.0670122,2.82842712475
"3192",33.7184831,-112.0670122,35.3553390593
"3196",35.2765,-92.231,0.707106781187
"3197",35.2765,-92.231,0.353553390593
"3199",47.549172,-116.185839,1
"3200",47.549172,-116.185839,0.65
"3203",47.549172,-116.185839,0.76
"3206",47.549172,-116.185839,1.3
"3207",47.549172,-116.185839,0.14
"3209",47.549172,-116.185839,0.27
"3210",47.549172,-116.185839,5.9
"3211",47.549172,-116.185839,0.16
"3215",40.5628,-123.2342,0.0707106781187
"3219",47.474255759,-115.86699953,0.22
"3220",47.474255759,-115.86699953,0.15
"3221",47.474255759,-115.86699953,0.16
"3222",47.474255759,-115.86699953,0.14
"3223",47.474255759,-115.86699953,0.17
"3224",47.474255759,-115.86699953,0.18
"3225",47.474255759,-115.86699953,0.02
"3226",36.8508333,-120.51336111,3.53553390593
"3227",36.8508333,-120.51336111,7.07106781187
"3250",47.541516,-116.128876,1
"3252",47.541516,-116.128876,0.5
"3255",47.541516,-116.128876,0.707106781187
"3256",47.541516,-116.128876,4.8
"3258",47.541516,-116.128876,0.088
"3259",47.541516,-116.128876,4.6
"3262",47.541516,-116.128876,4.3
"3263",47.541516,-116.128876,3.5
"3264",39.0632,-122.8661,0.707106781187
"3270",28.5666028,-81.6806694,8.48528137424
"3288",43.969314,-92.10835,0.565685424949
"3289",43.969314,-92.10835,0.0141421356237
"3293",43.969314,-92.10835,0.707106781187
"3294",40.7237,-124.1831,0.0707106781187
"3296",37.496475,-109.493102,0.6
"3298",37.496475,-109.493102,0.353553390593
"3300",37.496475,-109.493102,0.7
"3301",37.496475,-109.493102,1
"3302",37.496475,-109.493102,18.6
"3303",37.496475,-109.493102,0.707106781187
"3304",37.496475,-109.493102,5.1
"3306",37.496475,-109.493102,0.8
"3307",37.496475,-109.493102,0.5
"3310",38.86550144,-107.0433002,0.957
"3311",38.86550144,-107.0433002,7.74
"3312",38.86550144,-107.0433002,5
"3313",38.86550144,-107.0433002,2.12
"3314",30.41,-91.06,0.58
"3315",30.41,-91.06,2.12132034356
"3316",30.41,-91.06,3.53553390593
"3319",30.41,-91.06,1.1
"3320",30.41,-91.06,2.54558441227
"3321",47.547159723,-116.21012411,1.1
"3322",47.547159723,-116.21012411,3.2
"3323",47.547159723,-116.21012411,1.8
"3324",47.547159723,-116.21012411,1
"3326",47.547159723,-116.21012411,7.3
"3327",47.547159723,-116.21012411,2.7
"3328",47.547159723,-116.21012411,2.1
"3329",47.547159723,-116.21012411,1.5
"3331",47.547159723,-116.21012411,0.707106781187
"3332",39.608,-102.2466,10.6066017178
"3334",30.01,-93.03,2.82842712475
"3335",30.01,-93.03,7.07106781187
"3336",30.01,-93.03,2.12132034356
"3337",30.01,-93.03,3.53553390593
"3338",30.01,-93.03,0.6
"3339",30.01,-93.03,2.54558441227
"3340",32.2294297,-110.8368417,70.7106781187
"3341",30.7833338,-85.15612,0.707106781187
"3342",46.590434,-111.994729,9
"3344",46.590434,-111.994729,10
"3347",44.959167,-93.342428,2.82842712475
"3348",47.539495472,-116.13811698,1
"3351",47.539495472,-116.13811698,0.2
"3353",47.539495472,-116.13811698,0.31
"3358",47.539495472,-116.13811698,0.707106781187
"3359",40.1805,-120.6057,0.707106781187
"3371",33.7117608,-112.0740956,35.3553390593
"3376",47.543162,-116.186291,1.3
"3377",47.543162,-116.186291,0.72
"3378",47.543162,-116.186291,1
"3379",47.543162,-116.186291,0.73
"3381",47.543162,-116.186291,7.2
"3382",47.543162,-116.186291,1.1
"3383",47.52735,-116.0539,21
"3384",47.52735,-116.0539,25.2
"3385",47.52735,-116.0539,24
"3386",47.52735,-116.0539,19
"3387",47.52735,-116.0539,20
"3388",47.52735,-116.0539,18.8
"3389",47.52735,-116.0539,22.2
"3390",47.52735,-116.0539,23.2
"3392",47.52735,-116.0539,22.8
"3393",47.52735,-116.0539,25
"3395",47.52735,-116.0539,18
"3396",47.52735,-116.0539,17.6776695297
"3397",47.52735,-116.0539,22
"3400",47.52735,-116.0539,21.1
"3402",47.52735,-116.0539,21.7
"3403",47.52735,-116.0539,26.3
"3404",47.52735,-116.0539,19.7
"3405",47.52735,-116.0539,19.5
"3406",47.52735,-116.0539,19.9
"3407",47.52735,-116.0539,29
"3408",47.52735,-116.0539,21.5
"3409",47.52735,-116.0539,19.4
"3410",47.52735,-116.0539,26
"3411",38.86430122,-107.0417789,0.353553390593
"3412",38.86430122,-107.0417789,2.85
"3413",38.86430122,-107.0417789,3.16
"3414",38.86430122,-107.0417789,1.76776695297
"3417",47.49158,-115.8909,3
"3433",40.437587101,-111.711532728,0.707106781187
"3463",33.4193806,-112.098525,0.707106781187
"3464",45.538687,-106.141523,2.12132034356
"3465",45.538687,-106.141523,4
"3474",45.538687,-106.141523,0.707106781187
"3478",47.547869501,-116.15146759,26.8
"3479",47.547869501,-116.15146759,25.7
"3480",47.547869501,-116.15146759,30
"3481",47.547869501,-116.15146759,25.6
"3482",47.547869501,-116.15146759,34.1
"3483",47.547869501,-116.15146759,34.8
"3484",47.547869501,-116.15146759,28.5
"3485",47.547869501,-116.15146759,34.2
"3486",47.547869501,-116.15146759,27.3
"3487",47.547869501,-116.15146759,38.9
"3488",47.547869501,-116.15146759,32.8
"3489",47.547869501,-116.15146759,24.6
"3490",47.547869501,-116.15146759,23.4
"3491",47.547869501,-116.15146759,6.6
"3492",33.358105,-111.8067067,70.7106781187
"3493",31.144908,-92.6412544,0.707106781187
"3494",32.9940252,-93.464895,0.707106781187
"3495",32.7818009,-91.9154063,0.707106781187
"3496",29.85243,-92.0301234,0.707106781187
"3498",39.4941195,-112.3788337,3.9
"3499",32.5273716,-92.6145929,0.707106781187
"3500",32.6104279,-93.2901688,0.707106781187
"3501",30.0152019,-90.0239594,0.707106781187
"3502",30.4568571,-90.9495455,0.707106781187
"3504",30.7762955,-90.5278715,0.707106781187
"3506",38.5502765,-104.6427502,0.707106781187
"3507",38.7911047,-104.795251,0.707106781187
"3508",38.5763873,-104.6338608,0.707106781187
"3509",34.7622083,-117.263657,3.8
"3510",34.7622083,-117.263657,3.4
"3511",34.7622083,-117.263657,3.6
"3512",34.7622083,-117.263657,4
"3514",34.7622083,-117.263657,3
"3515",34.7622083,-117.263657,0.707106781187
"3516",34.5108611,-117.5718889,2.4
"3517",34.5108611,-117.5718889,2.7
"3518",34.5108611,-117.5718889,2.6
"3519",34.5108611,-117.5718889,2.8
"3523",34.5108611,-117.5718889,3
"3524",34.5108611,-117.5718889,2.5
"3525",34.5108611,-117.5718889,1.34350288425
"3526",37.5210472,-120.4001916,0.707106781187
"3527",34.1347289,-116.3964013,1.34350288425
"3528",34.1347289,-116.3964013,1.8
"3529",34.4219453,-116.9880921,0.707106781187
"3532",36.1049448,-117.512841,0.707106781187
"3533",38.7388848,-104.7244164,0.707106781187
"3535",36.7555055,-120.3732238,0.707106781187
"3536",38.7952713,-104.7963623,0.707106781187
"3537",38.4158338,-104.5944169,0.707106781187
"3538",38.4783329,-104.6058055,0.707106781187
"3539",38.7594398,-104.7513613,0.707106781187
"3540",33.0739303,-115.4949866,0.707106781187
"3541",30.44,-91.04,2.82842712475
"3543",30.44,-91.04,3.53553390593
"3546",30.44,-91.04,14.1421356237
"3547",30.44,-91.04,0.494974746831
"3548",30.44,-91.04,2.54558441227
"3549",47.5435271889,-116.131085112,0.12
"3550",33.9343661,-112.5212225,3.53553390593
"3551",38.7424957,-104.7358054,0.707106781187
"3552",47.93842019,-118.10172956,10
"3553",46.56932129,-120.49348126,5
"3557",47.54285,-116.15554,10
"3558",47.54285,-116.15554,40
"3559",47.54285,-116.15554,20
"3568",47.54285,-116.15554,100
"3581",47.54285,-116.15554,30
"3589",33.4096639,-112.0850778,0.707106781187
"3591",46.6095,-112.0072,2.12132034356
"3594",47.54057,-116.15081,40
"3596",47.54057,-116.15081,20
"3597",47.54057,-116.15081,10
"3607",47.54057,-116.15081,100
"3627",47.9376844,-118.0876269,100
"3628",32.66,-92.11,2.82842712475
"3629",32.66,-92.11,3.53553390593
"3632",32.66,-92.11,2.12132034356
"3633",32.66,-92.11,2.54558441227
"3634",32.66,-92.11,0.919238815543
"3635",48.0953,-114.1887,2.82842712475
"3638",30.2025278,-81.5735556,8.48528137424
"3641",40.624397067,-111.437694438,3.53553390593
"3643",30.1341944,-81.569083,8.48528137424
"3647",28.944975,-81.3392,8.48528137424
"3671",29.69075,-81.57575,8.48528137424
"3673",29.69075,-81.57575,9.06678
"3674",47.547206686,-116.21813725,5.9
"3675",47.547206686,-116.21813725,8.1
"3677",47.547206686,-116.21813725,3.7
"3678",47.547206686,-116.21813725,7.3
"3679",47.547206686,-116.21813725,11.7
"3680",47.547206686,-116.21813725,5.7
"3681",47.547206686,-116.21813725,10.4
"3682",47.547206686,-116.21813725,6.1
"3683",47.547206686,-116.21813725,7.6
"3685",30.1395,-81.5969444,8.48528137424
"3689",47.443540824,-116.17598585,0.087
"3690",47.443540824,-116.17598585,0.11
"3691",47.443540824,-116.17598585,0.094
"3692",47.443540824,-116.17598585,0.092
"3693",47.443540824,-116.17598585,0.16
"3695",47.443540824,-116.17598585,0.071
"3696",47.443540824,-116.17598585,0.1
"3697",46.615835,-111.981928,8
"3698",46.615835,-111.981928,7
"3703",47.543602994,-116.1637775,1
"3704",47.543602994,-116.1637775,0.72
"3708",47.543602994,-116.1637775,0.39
"3709",47.543602994,-116.1637775,0.58
"3710",47.543602994,-116.1637775,0.43
"3713",47.543602994,-116.1637775,8.8
"3714",47.5444959,-116.1623865,10
"3717",47.5444959,-116.1623865,5
"3718",47.5444959,-116.1623865,1
"3723",47.5444959,-116.1623865,4.8
"3728",47.5444959,-116.1623865,3
"3741",47.5444959,-116.1623865,4.5
"3765",47.5466665,-116.1668791,1.2
"3766",37.408324549,-109.02566375,0.707106781187
"3775",37.408324549,-109.02566375,3.53553390593
"3786",40.224174019,-111.238070192,0.707106781187
"3789",47.531023467,-116.09016394,1
"3795",47.531023467,-116.09016394,4.9
"3796",47.531023467,-116.09016394,0.091
"3799",47.531023467,-116.09016394,5
"3800",30.44,-90.43,2.12132034356
"3802",30.44,-90.43,3.53553390593
"3804",30.44,-90.43,2.54558441227
"3805",30.44,-90.43,14.1421356237
"3806",30.44,-90.43,0.919238815543
"3807",47.54314104,-116.15066977,0.92
"3808",47.54314104,-116.15066977,1
"3810",47.54314104,-116.15066977,0.29
"3812",47.54314104,-116.15066977,1.3
"3814",47.54314104,-116.15066977,0.28
"3815",47.54314104,-116.15066977,0.23
"3816",47.54314104,-116.15066977,0.14
"3819",47.54314104,-116.15066977,0.26
"3820",47.54314104,-116.15066977,0.707106781187
"3821",47.54314104,-116.15066977,4.6
"3822",48.183056,-115.518611,3.53553390593
"3823",48.149722,-115.533056,3.53553390593
"3825",47.5442366,-116.1672153,10
"3830",47.5442366,-116.1672153,15
"3833",47.5442366,-116.1672153,3.5
"3834",47.5442366,-116.1672153,5
"3836",47.5442366,-116.1672153,1
"3849",47.5442366,-116.1672153,4.3
"3854",47.5442366,-116.1672153,3
"3884",47.5442366,-116.1672153,4.5
"3887",47.5442366,-116.1672153,1.5
"3890",47.5442366,-116.1672153,0.1
"3897",47.5442366,-116.1672153,0.5
"3914",47.5442366,-116.1672153,2
"3917",47.53583,-116.1180436,5
"3918",47.53583,-116.1180436,3
"3925",47.53583,-116.1180436,4.5
"3927",47.53583,-116.1180436,0.5
"3929",47.53583,-116.1180436,1.5
"3930",47.53583,-116.1180436,1
"3933",47.53583,-116.1180436,2
"3935",47.53583,-116.1180436,0.1
"3937",28.7406389,-81.8175833,8.48528137424
"3949",30.34,-90.01,2.12132034356
"3950",30.34,-90.01,3.53553390593
"3952",30.34,-90.01,14.1421356237
"3953",30.34,-90.01,2.54558441227
"3954",30.34,-90.01,1.1313708499
"3955",33.8386494,-112.4677606,3.53553390593
"3956",47.537423,-116.169907,8.7
"3957",47.537423,-116.169907,7
"3958",47.537423,-116.169907,10.3
"3959",47.537423,-116.169907,8.4
"3960",47.537423,-116.169907,9
"3961",47.537423,-116.169907,9.8
"3962",47.537423,-116.169907,8.9
"3963",47.537423,-116.169907,7.6
"3964",47.537423,-116.169907,11.6
"3965",47.537423,-116.169907,11.7
"3966",47.537423,-116.169907,8.6
"3967",47.537423,-116.169907,8.8
"3968",47.537423,-116.169907,9.1
"3969",47.537423,-116.169907,11.1
"3970",34.8705402,-116.9286487,4.6
"3971",34.8705402,-116.9286487,4.5
"3972",34.8705402,-116.9286487,4
"3973",34.8705402,-116.9286487,4.3
"3974",34.8705402,-116.9286487,6
"3975",47.5447894,-116.2063073,5.8
"3976",47.5447894,-116.2063073,5
"3978",47.5447894,-116.2063073,1
"3979",47.5447894,-116.2063073,3.5
"3980",47.5447894,-116.2063073,10
"3984",47.5447894,-116.2063073,3
"3994",47.5447894,-116.2063073,1.5
"3998",47.5447894,-116.2063073,4.5
"4004",47.5447894,-116.2063073,0.5
"4005",34.22835,-92.02066,0.353553390593
"4006",34.22835,-92.02066,0.707106781187
"4010",35.84175,-90.73964,0.707106781187
"4011",35.84175,-90.73964,0.353553390593
"4013",35.84175,-90.73964,3.53553390593
